Latitude,Longitude,Rainfall (mm),Temperature (C),Humidity (%),River Discharge (m3/s),Water Level (m),Elevation (m),Land Cover,Soil Type,Population Density,Infrastructure,Historical Floods,Flood Occurred
25.743733946949003,73.13425554132353,163.82751496082142,43.54158655201434,28.924745724312224,1781.4648016553547,1.2692757785213842,2095.7762108532174,Agricultural,Clay,3542.2609754223345,0,1,0
12.045321958909213,68.8270807203208,159.91796164598355,28.08181836276914,99.63844783374071,3657.5368483318034,6.973307370044483,1437.1167648577239,Agricultural,Sandy,2195.262767962609,0,0,0
16.472194807521326,94.36982024577543,163.24716383162578,27.88094461167531,81.83667935289452,2750.2965756144094,2.570530366058531,1174.1845444193439,Forest,Clay,5288.401810362635,1,0,0
18.62449345551706,68.23847081027786,336.4820865559078,35.34238530572794,66.40080140852116,3341.755203356576,3.8733642283531293,658.4047553659856,Desert,Loam,3630.7075924904852,1,1,1
21.226029542294043,89.34638218577547,265.4039640452081,38.027056869185685,32.3685134193278,791.5916053759414,7.605130942651138,183.98261136979178,Urban,Loam,7595.327229651826,1,1,1
30.770102880397395,72.41228872066598,192.71208904332215,29.266762143754093,61.23143771145976,3934.8833611420932,14.605634698992322,265.7450784170229,Forest,Loam,6389.722027793902,0,1,1
13.790539682592431,94.45465903798839,74.5448843643583,21.420027051351724,40.88869926862471,1601.9565945751735,10.263825102053339,1354.994135664071,Forest,Sandy,4805.375994633289,1,0,0
22.912798713994736,93.89108224810668,11.069581471072954,38.19925928176865,40.185801963445556,3099.3063357883666,4.194326972352371,1392.06297172285,Forest,Peat,5754.777349796929,1,1,0
25.180022496999232,86.96313324470846,109.4173387938463,24.610538246208826,86.36233995059884,573.3991262100435,5.736090788630648,1908.9226451660534,Urban,Peat,4311.790655029629,1,0,0
9.347061968879935,87.49479034421755,53.735701984340636,20.25332307881573,50.451553916754776,1607.101205784835,6.091997284814658,2958.0868561975276,Desert,Sandy,7833.880816267292,1,1,0
25.618800705141712,68.15483511712097,392.7225154261197,33.9492056977504,56.05790427126433,3244.336465333209,2.304564350165657,3796.4976756603037,Forest,Peat,9604.135643788595,0,0,0
12.945199586931455,96.56127541729447,56.248978906942696,17.71361000971051,87.43717902240947,1371.0306614512529,2.409812832895211,988.5250402937862,Water Body,Peat,7668.386179995551,0,1,0
9.886496196573106,93.45714550369861,362.1141186534181,44.14058025258165,27.023250057507404,4401.560983749086,2.2259208523104674,3796.2408829949463,Urban,Sandy,8617.053380143747,1,1,1
35.51768058034666,93.95808054617267,192.82934488804133,33.97191793236411,67.56942824728397,3306.141997217102,7.824962066053754,694.9476389568388,Desert,Peat,7836.636752897649,1,1,1
36.00332895916222,87.11809157447529,36.689194871887985,44.57686562765267,66.25725450984302,4351.391966483979,10.112791301095625,4943.468103449365,Water Body,Peat,4076.1172419660206,1,0,0
31.443523095377373,77.99882093098157,406.3650247157929,25.166802704359082,54.017165541334016,1976.9535112556036,8.8608102691624,1425.168915413067,Forest,Silt,8541.578819268212,0,1,1
16.83379930602775,93.91581082362394,289.8152851183067,44.136154835711935,86.38197131392744,169.925713123375,14.666507781800227,4186.675073520746,Water Body,Clay,379.49922033033044,0,1,1
10.832491306185133,76.45399091638458,117.88075643178652,19.366867431858708,95.43120490685541,2880.6998167755137,1.8881185838647778,952.3291394457667,Agricultural,Clay,8855.542968094533,0,0,0
27.84275776885255,84.31863475692388,447.34058716633393,16.220843170410852,57.22686895308886,1695.9675136268615,14.797116094541328,4753.213902186283,Desert,Clay,4700.1435597156205,0,1,1
20.76442231844844,70.89219819797259,22.62915693527573,15.989521813638078,56.49176407987198,2240.9418796117666,7.000109008318379,4133.133926061059,Desert,Silt,3299.9391462914687,1,0,0
11.539108810498586,94.73671327384976,100.90980409888145,28.946111117976812,60.16509837365958,3405.5510696137444,3.2794918166570652,1796.9463027351705,Agricultural,Clay,5251.620908790395,0,1,0
22.360130393226836,72.08234327536519,376.02346390293053,17.490125924357844,77.84992246664493,3503.3233353543587,14.149212390086356,2107.3586304742726,Water Body,Loam,6879.586521421227,1,0,1
8.997267112341333,74.52200736618181,354.6889651549446,30.365036525028053,73.44482325591699,137.78207432907698,7.02919965216889,19.189967614880455,Desert,Clay,6152.938049585026,0,1,1
34.37029166028468,84.18589058571823,144.63584686223902,24.825015105267013,37.826795936550965,3846.5133641980674,5.210204328157806,1257.1612215648292,Forest,Sandy,6181.005395948096,1,1,0
15.504619466400491,90.15869700617647,31.012437676391556,25.06886977422347,25.111627887947463,2467.5945747803944,3.2071515572693494,1446.4822797597576,Agricultural,Clay,999.5677955622939,0,0,0
27.213146246265477,85.96118787215266,429.03903611247193,34.06826989635509,95.94033038534315,2783.49386662275,4.0181317667370315,2263.6934947996424,Desert,Loam,7289.946634748623,0,1,1
17.03962120659292,74.73188347120453,156.8488190349513,19.892940184548607,40.885580778696344,1489.9709259492627,14.68829265340829,695.2490699758334,Desert,Clay,7116.8937058348965,1,0,1
23.081972614156513,68.02734823329722,97.85670746413261,37.99660111019193,71.08773477524734,2104.1689300029047,4.559601598571615,2393.8344406112465,Urban,Peat,1157.567017778305,0,1,0
23.85459810095511,89.95736682891574,258.03091118048854,32.460927593359045,86.27504021949778,3551.8756698966586,14.667088856394075,3342.3424270962605,Water Body,Loam,435.8930075873491,0,0,1
13.360779210240285,96.57101245142172,455.1135996412237,42.44833886542533,44.022140043774904,3883.5690147212927,4.953224799181307,1856.4114907165924,Agricultural,Sandy,9828.002510700462,0,1,1
36.1179542051722,91.48748048887663,21.773288921687673,25.9452196130257,70.8346730925543,1935.53090583989,3.471276983828429,1160.97637782763,Desert,Peat,7462.416228109997,1,1,0
30.478851877472323,81.34599192654184,382.9020440154439,44.48144976201377,28.632019291937993,3455.5876632566506,2.7504627435277094,2738.582434769474,Agricultural,Peat,6057.759357094842,1,1,0
35.24546930536148,94.20925058057409,286.23661396935444,32.274829401420696,97.59451555005286,1290.2175084421901,6.177817579109956,145.019514801385,Forest,Silt,3162.490531270252,1,0,1
33.94999316240182,79.88558252043215,212.72455827590846,44.202058685626014,24.65266200405007,4160.113325887576,3.5520967280254077,1704.18725388224,Urban,Peat,2756.5747793774976,1,0,0
25.339099385521468,83.22308844306056,372.04022205253,15.81181962141346,55.053973907278106,3049.0711945368266,10.454069457405796,2637.9512145400704,Water Body,Clay,1353.7303922928234,1,1,1
34.73435281567039,81.83676325447482,482.9122122208162,36.839289672371635,62.94553936480186,3875.932580334475,3.5965760304596768,1679.214080992612,Water Body,Peat,6085.431982553041,0,0,1
10.566282559505666,80.98109230730023,114.60310558134552,39.49864572878209,83.23854229306912,2385.774261589237,12.530952674968038,1727.1571304876388,Forest,Peat,5759.835695659529,1,1,1
13.68350301015521,90.48053230952327,71.8236825360598,16.595198600294626,29.690281365793698,1145.5464249097763,12.510168877322505,4241.483313186016,Desert,Silt,9355.03439953695,0,1,0
9.311591378405604,83.27629831081526,456.44087261134854,32.36908992048737,55.26463790841412,2146.15556656822,4.282895610720992,4669.958935975823,Urban,Clay,6278.154916660567,0,0,0
17.434579592134668,77.18479653873126,334.47653872865186,39.05826880768345,43.976925563476186,1907.4269723916038,11.303101957302447,4136.963236743293,Water Body,Clay,4514.5859265289555,1,1,1
19.27164140099498,75.48658686209588,218.99301078098298,31.831161756692183,44.960857255467204,1663.5827172007955,12.8631881396918,494.3372503924459,Agricultural,Peat,8972.927768693437,1,0,1
15.869121921442982,69.09467219205557,286.62978513214154,16.914407712164,82.30303328522007,1060.8687387073917,8.8519926590572,1448.7122219049813,Forest,Sandy,6140.559561934428,0,0,1
32.03338776540595,84.91265969460834,372.80695258812204,35.80341722694934,20.43687560254665,3795.8357093990307,5.494986162960823,3556.471833458324,Water Body,Sandy,7142.53803260285,0,1,0
18.34584647411409,74.66888104662999,386.5159493528586,16.81790744019926,79.9266913068773,431.75830660280246,6.614507800690187,4871.963975013291,Desert,Clay,6266.675649977609,0,1,1
16.147100780934043,72.29588373847511,459.94709040948226,39.524066850493156,84.8318744098485,4437.804649429169,11.793432975521728,1211.4077423504032,Urban,Sandy,1694.3904893764184,0,1,1
23.738186411589204,86.96106895100266,213.42139444781134,16.29102549920083,92.10897950736552,875.1236144887675,4.399761959952212,4491.0523954465025,Water Body,Clay,1238.5012226789781,0,0,0
12.086802524268116,87.75506847682492,146.70545500969752,19.121921430311126,70.15054425843869,4899.368259257706,5.01693501564291,3695.0749358153407,Desert,Clay,6245.743605078783,0,0,0
31.26371244186715,89.81249187547232,319.83213339492096,23.253227715698053,46.6764262617793,4942.340240435372,2.411765043867761,4917.251831897661,Desert,Loam,9140.065504378455,0,0,1
10.161968666713353,82.60372999381916,207.86394963976517,34.000943767824,54.178778603909656,1991.9352062057587,5.985786045195039,467.92740870867044,Forest,Clay,9636.567610489801,0,1,1
36.619721161415,93.92758355091271,297.299226974489,44.29077298893918,97.57888658299434,4939.105363161315,1.297726983742289,1973.7287409651865,Desert,Loam,9954.184696882265,0,0,0
30.395098309603064,95.1539398485486,209.9928992279751,18.534685578598033,90.49494611486818,4345.342586403632,4.815516614836673,2390.575011672502,Forest,Peat,8439.975795404422,0,1,0
13.762754764491,91.4137572539822,76.49789333908724,19.28123007641755,57.082072727955364,412.15138473332803,5.602190714217856,3360.4131262228916,Agricultural,Silt,3638.870806401665,1,1,0
8.16014139658447,86.43221097823744,234.71337582947922,26.06611190102941,95.4450405688738,4736.642818143091,3.8321869863619815,3269.860181375645,Forest,Clay,6135.189912955436,1,1,1
31.64838142519019,76.80790765414447,345.4589109705164,40.08657413265961,85.83639003251672,212.57192952297112,1.5203717870248223,4531.726723571153,Water Body,Peat,6090.5527920497125,0,1,0
28.498862971580895,96.50540272698642,399.6419038338249,29.016928582524425,92.08718893278358,909.5714686955358,7.825008638423326,4193.3656129416595,Forest,Clay,5375.5204323694425,0,1,1
29.14120787318863,75.94994884856621,246.66313839827342,24.64831800767465,74.63817876607368,2922.9777042333717,12.976217546332062,276.86334458089823,Urban,Clay,7420.647550187515,1,0,1
30.366840053892428,73.8770507377225,82.61894510520045,31.83611496626584,88.6123234769596,403.685892000068,5.034671187007056,2432.700615049436,Agricultural,Silt,1699.8561571517757,0,1,0
10.147294900288621,80.8224692998109,207.34385482471578,22.815695923372502,91.34129130674606,808.6387849468446,3.5520235713020805,2035.3061510954979,Forest,Loam,1886.8937657248819,1,0,0
18.395506127783904,69.64837655065926,393.14696442084914,27.034797217425627,27.361326763253714,4767.458935561193,4.2755732653575516,4985.722932626873,Agricultural,Clay,9446.705153519368,1,1,1
11.360202726228762,96.37633947548193,206.42963530853643,24.978154476961258,97.21735813285268,4973.43942443804,12.928307719563552,2136.2909712224564,Forest,Clay,8398.59072048229,1,0,1
33.02999935039222,85.06457313607632,348.2653968021112,39.12423067243938,46.689047901125065,3990.6827089014864,7.917113844116964,3413.0957000134317,Desert,Loam,8185.2038956452025,0,0,1
26.07564567799918,84.15161065826108,253.60684083904488,42.727671793140026,55.19196076666844,2576.046957323514,1.9618552690616213,1422.1471656694528,Desert,Sandy,4831.072007638485,1,1,0
17.596042720726828,87.01809211709187,120.61156255469835,37.78716576470735,83.35230073542522,4501.5046784583765,10.638324735831937,3073.1447795868844,Water Body,Silt,5677.6808990615245,1,1,1
9.843192158294686,82.41368578553899,398.07525401153714,28.172507280899502,73.19170444579981,559.4938544178435,2.315533998501742,1033.1654430921667,Desert,Silt,6248.979973037838,1,0,0
17.018487329754205,68.92984199574171,42.10672703534352,30.130049324899915,91.44479299488458,4714.459346225044,0.9036660441335498,3018.0332782480596,Urban,Clay,2939.7471741691015,1,1,0
17.430316338775665,85.75702737637151,262.4451413775753,18.75221081788307,52.04590006214177,1757.764637277161,3.835273147468759,4340.951192939905,Desert,Silt,2947.1298792322596,1,1,0
29.158579171803858,88.7690424317365,104.44551712170247,37.40594133403613,49.863053094092685,4307.446956165973,2.521352692751488,96.18895722943554,Urban,Sandy,1798.7577839349967,1,0,0
26.48916666930118,80.08572275809755,33.53281427068783,32.89427038185132,22.535107963305574,3341.8670299269547,9.074962115620021,2522.93204769673,Forest,Clay,5601.934231785738,0,0,0
33.72916953471347,89.9615715900646,251.46696854162442,42.07319988412309,57.018030133572644,4801.37152027861,7.268496110100628,4911.853121781989,Forest,Loam,1635.1618242938148,0,1,1
21.69423282969653,74.5830376808142,249.78107796746178,21.018334307254598,77.92566162632869,4323.389738979091,10.860968257393008,796.3126122416003,Urban,Loam,2011.4559778021867,0,0,1
11.468233132210749,74.41702114091933,353.45045083786044,37.791783657978364,44.09429741009728,4439.489067754531,7.673565753903688,917.0616402444421,Water Body,Clay,9025.331316322938,0,1,1
28.684098829466855,72.68109264293965,372.37534652595247,35.54014985157569,57.01812109390731,3158.7717806001524,6.285089028140815,2354.118605507715,Desert,Loam,5259.610795921138,1,1,1
30.062766409890024,78.7878480338857,363.8957443464484,22.975366014292565,37.55182147882224,4165.792654881379,7.893280356566146,4354.965901634547,Urban,Loam,6190.6950963355275,0,0,0
24.27703872951539,92.56334902628342,204.77936645837752,35.02135918622476,81.82302446971686,3785.6557538066927,6.517291696316668,2813.7980471855717,Desert,Clay,1342.952851626703,0,0,0
30.358048218682267,92.00944980232286,315.8448936132813,42.73120141729949,24.840924907291768,808.1156545194362,0.5563034087105928,2543.5432228529203,Agricultural,Peat,2060.6348987655433,1,1,0
22.320072294567332,79.10190203094162,288.47262132198017,42.55307963001357,76.43064440003985,3242.9844567662153,10.210486694943599,433.78529552310584,Water Body,Silt,982.3313153988333,1,1,1
23.159252052077825,85.08444334342686,210.7808780584598,36.588797235484236,50.31520093959868,740.8777326007931,14.431954893216831,4809.930072873405,Forest,Silt,2715.1556301524383,1,0,0
20.39868953239794,88.90367317777256,298.6063470929966,16.4421933760218,23.32768555096966,4347.280609427649,6.330503355540696,1735.579657398496,Urban,Peat,8815.493998767452,1,0,0
8.737154675578761,74.99499646421266,473.6239383531313,41.16793011960485,88.27756698334287,329.7489966998424,6.3559947565207,1259.0357607378132,Agricultural,Loam,8886.496148954433,1,1,1
11.128851382805829,72.87609149094766,96.44687184068867,34.7333582101362,59.017749054493216,4935.233350966377,0.6865331795586982,2058.719723715258,Urban,Silt,6735.895142488476,1,1,0
8.911446384915294,96.19078380315702,452.88604789276314,24.313027595482033,67.94551756929033,2003.1333306885574,13.355686270301225,2070.910808529099,Urban,Sandy,8756.849594028821,0,0,1
26.45590192664963,85.90916208307894,26.727756991599183,20.61751085117098,78.56245532195655,853.1467685071781,13.936820811943948,2292.6655436402975,Urban,Peat,1909.4160237740198,0,1,0
17.116323451213475,96.46105593317625,154.19460645083032,18.486115889919514,72.4059546400951,4678.3749183061145,12.197086770212147,3442.691009395826,Urban,Loam,1479.9288110656594,0,0,0
22.74855004377638,77.79492362683465,144.07262430576412,16.50710697773283,78.46854966516892,227.12993114923975,1.5951820731278503,4339.7328430723255,Forest,Sandy,7655.034116547389,0,1,0
34.31942774385669,88.38791929924982,313.18255394045286,37.62309743852269,80.98253476622861,2350.528172544917,13.503355217309087,286.564400634281,Forest,Peat,9896.490309016563,1,0,1
15.229474645317374,74.4555054596959,65.61247588864516,22.075289968298257,67.13212244516887,3851.1356396225133,0.35933495092561274,2453.842823333526,Forest,Loam,7176.449038104122,1,1,0
19.901104768033264,75.57480496694347,441.1738059198769,15.727588081297652,49.25102647262054,1583.752377158505,6.668614848544631,2069.89062413036,Water Body,Clay,370.26755329085057,1,1,1
29.91098301774841,82.84516151681909,414.27570423252064,26.91811955525968,39.45137197730741,2644.1733495140056,7.509354811520918,54.40056409411642,Forest,Loam,1838.7500498162112,1,1,1
14.63514679925705,77.26892563973406,326.0329098426389,29.478212417770166,92.23225893222298,3502.0650815690096,12.510031515395083,4082.44725451251,Desert,Sandy,2475.050136084208,1,1,1
10.232417385034996,72.86102535137695,229.20691589609888,20.076906927003808,97.59398757105762,4759.882105006604,11.262888201809565,521.566005603617,Forest,Silt,4227.565973893683,1,0,1
16.402792134499272,75.62354035769046,466.4780210710392,16.321450084876492,48.61302040785671,513.5131963551498,11.956453447498287,573.7400475350246,Urban,Peat,2209.4392542815913,0,0,1
12.675417330366129,69.03670343951008,415.37327736027794,20.673764492942066,28.984858325784018,786.1335185745988,13.01851424336062,241.49209025851658,Urban,Clay,606.2883521958418,0,1,1
34.96123191793462,88.42828502284712,249.65757404062245,35.37308285509723,37.8029861693145,2544.3544759703345,7.141063807390886,1002.1081690724193,Desert,Peat,2583.277994684182,0,0,1
31.435491007368093,82.27138305548999,350.9366772271556,17.467310317536192,73.65338767897516,2092.3748057502344,11.703785302757572,884.0814077724913,Agricultural,Loam,3509.7490233522353,0,0,1
26.368708938802282,70.73304892573124,283.46497608984225,31.651110916709815,33.83466959666646,2053.980803418332,1.020496416081584,1739.3291804424744,Urban,Clay,2836.1053983737847,0,0,0
33.27235711544381,72.97912580072625,293.97111919413226,19.392359637245,82.40978184487905,1484.807514680766,6.668196341258082,3296.351971255149,Urban,Silt,278.0448731649521,0,1,0
31.30649023007432,70.97350160526668,165.48803471873563,20.87067520741258,93.84241918997708,2803.4239925447805,0.4519901230446166,271.4711381423951,Forest,Peat,9276.129374344451,0,1,1
13.41053170769504,85.76519144000042,231.04230231244838,26.79233649800096,97.09212120630778,4416.441680828581,13.72972597977891,4301.378800873932,Forest,Peat,5413.902202173788,0,1,1
33.88421095620936,70.73210054476232,39.060715394872105,18.02476008161194,20.746040477991254,804.6217026893194,14.376206729293813,1632.8930767827792,Urban,Sandy,8485.496162540348,0,1,1
23.64092501555387,89.87418765802127,178.67434583229624,20.196105083466385,96.65233319635333,1076.4316474787884,1.2590859043224416,3033.0366553596255,Desert,Loam,154.3179635631764,0,1,0
31.415764499757813,68.59481666029134,347.914257681076,25.46857234354062,79.21555353036942,3354.117488997929,7.989399666116408,60.02556105377144,Urban,Sandy,7970.715780623774,1,1,1
33.98664769778131,75.23189785188087,476.60801525309313,24.890070164951005,26.724018581104183,280.98827143652085,4.877094095053037,1829.0395753418354,Forest,Clay,7044.441657022007,0,0,1
17.222100774184053,93.82933360086531,481.53205638151013,37.47814457027196,53.219237502298114,3368.8209978150326,5.138014269943171,10.254559526841621,Forest,Peat,9770.981904527851,0,1,1
11.191505811302626,88.83740822554513,277.8614345624458,17.24346915379273,76.00363796636073,1572.2807543166866,6.76050092063227,827.2913678860832,Forest,Clay,1146.6898683119907,1,1,0
14.610119713716308,70.11608165484495,303.311125904791,40.8135220699903,96.53483941288394,1789.2696570000749,1.8759894788182607,2239.2521523565924,Desert,Silt,6426.515995303411,0,1,1
20.386125870161433,91.81265703007021,92.86059275048375,39.48696512218365,33.13131148891141,2027.7468691145011,2.7115529817586896,2675.4371097487488,Urban,Silt,211.83862464649428,0,1,0
31.7224282117523,82.29801852466593,347.65405404676534,37.979749190758156,30.218662554156317,1747.9378074585743,8.66052990191917,764.6429986067283,Forest,Sandy,3569.8952717424513,0,1,1
32.96118691443396,92.55670778789604,35.32939633719312,24.281170873893977,57.78776426095028,4206.048106397661,0.28133864156232424,3726.0813880782616,Agricultural,Sandy,6357.606100588386,0,0,0
8.20161178540453,85.42145345906141,142.34284289972226,39.686453566223626,97.44791149907914,4730.342287001546,8.99701533021301,945.0183276030227,Forest,Sandy,9320.868567970323,1,1,1
22.811671774749406,87.7731579289529,334.18167364272114,20.484062408678426,97.71033722064084,2740.057376580942,4.78375781680004,579.2254607852865,Water Body,Peat,829.0790236777312,0,1,1
20.104919091314592,96.81154525147554,155.15506577174466,18.732276175650846,38.23317928423275,2909.392494174697,12.483096222060023,1667.1225638058718,Agricultural,Silt,4892.502752032094,1,1,1
14.441126503651176,74.73773083179653,24.92343705722716,16.34869000468462,45.54777183771659,352.4155400671758,9.000097615930256,2757.143318304766,Forest,Silt,2383.8360271919514,0,0,0
11.4760956526768,86.09442166808026,415.9352046754819,43.17931089016727,92.64255885157236,3565.9596418050032,10.621368010682579,4944.509082098741,Water Body,Sandy,2162.400450987916,1,1,1
17.79083997070521,81.34932031166456,155.16500356728153,24.240326931158208,78.78731926816513,2920.4943648204203,1.7163777185691798,2093.5786481757514,Desert,Silt,6883.062511707074,0,0,0
35.344381413463054,69.14410663475805,31.55261242933921,42.52853640533718,97.78531429260946,251.9726190380017,3.9879354702253282,2129.982086210554,Water Body,Peat,272.7010880462977,1,0,0
17.3728850286019,68.41964860358308,37.39408225143259,23.178406845579893,91.45186904124435,992.1283353585164,14.95004413458055,296.6673505826084,Urban,Loam,6317.646262951045,1,0,1
23.044928030557617,71.4576287567179,125.87939939437682,42.22697878009049,37.20768402509947,1009.7171019628137,6.504783703638356,3829.098365796517,Urban,Peat,1623.7848643997243,0,0,0
28.38754980796016,86.8236604756179,89.00797361076313,42.117871585382645,80.77814875301468,854.8397597167962,5.382978079863144,908.9150093052167,Desert,Clay,147.45558151999182,0,1,0
18.545258468999528,84.44772954948837,387.1500588900754,42.71028135032139,23.88521852480933,3293.2297731138856,13.107830384659113,3724.0178227268907,Desert,Clay,5437.160212752195,1,1,1
36.18168039890786,84.04945727374809,160.8420233335172,29.884603178525815,85.42662229931791,4642.198076778845,0.4961191329470227,4553.084388649707,Desert,Sandy,1123.9276159253297,0,0,0
35.910971553321225,68.92384611331954,402.3478925199163,40.97838860396676,68.12454099556865,3814.8766267917968,8.021600425141793,3841.103810456806,Water Body,Clay,5614.85137221053,0,0,1
15.301686578935561,81.6097868944402,86.9229989115764,43.5229768850196,96.48807701091694,2386.867426069566,3.1538582067888647,3212.267102061074,Water Body,Sandy,2804.8159542555386,0,1,0
22.42020667087918,94.81406171743333,246.4395897720419,24.738508256915384,96.80259643752628,2020.2564899224096,5.522291871806448,3019.5814774431483,Desert,Loam,2788.1869954967674,0,1,0
16.725470984686318,79.53016421000875,344.0185667765644,27.566232170476653,24.065208721948423,1932.2905265461127,2.99665607805492,2268.164462072702,Water Body,Peat,8053.712141998921,1,0,0
16.260374336946562,86.12275162386524,325.99542693292744,36.57720562007232,32.841718844461425,3006.234788479125,0.5673413932306159,722.7134755818848,Urban,Silt,7118.08493838166,0,1,1
9.06972147328145,90.61474159307116,300.56470496513435,24.010794651699026,58.73656378549533,1796.1032947226818,6.247682009528351,3894.1930456087616,Forest,Clay,8277.301019216164,0,0,0
25.67736568541701,90.73383309511473,462.4108009655849,37.61427926737977,90.35948199569194,1130.6098559435857,11.838045317926344,2386.611351962969,Agricultural,Loam,4249.981259332779,0,0,1
22.577691673636984,83.05912238946287,114.26257385337219,17.216764356406017,85.15561138368452,3014.2145328779147,14.279316489403364,3128.2291156782217,Desert,Peat,1123.4877717353786,0,0,0
9.492883786249692,92.88060641666775,246.8596022310527,30.704951528656267,97.14960210814229,1953.5270671378657,9.357794619150186,1870.076144567212,Urban,Loam,7635.135583954644,0,1,1
16.08074746286173,79.34996470754866,441.9962750362044,18.669404522512355,69.44672936890726,70.62414571916919,5.832556385290822,1003.6135984021715,Water Body,Peat,8671.67146131,1,0,1
34.339710693032956,93.77210322875915,38.94688279757852,23.79970429310029,40.52508156492965,111.15556783387271,11.547829103209533,4032.5423189413127,Agricultural,Clay,5879.081889280436,0,0,0
14.947294829342201,74.96658782547081,27.944134126537623,22.75876177459416,22.008531160414186,1370.6830557720916,7.578359751438314,1711.9990278689506,Desert,Sandy,2204.1712167780347,1,0,0
12.20195129064547,76.12627580272655,116.6511437791457,40.16796220687998,37.83411925764391,2562.110997534319,5.514304198359924,4333.400144857059,Water Body,Peat,7667.9321119371625,0,0,0
22.194130048049328,69.54049810177104,316.51060976900925,20.805517662185924,74.02185583628997,1771.1975383399435,2.68634538829462,4828.624512613409,Water Body,Peat,442.2965367013254,1,1,0
36.58386316920742,91.0718732597262,129.93981322490345,39.253437604773566,94.10198586744104,120.2757619377598,11.941949765055861,4149.942636035182,Agricultural,Loam,3438.5700868513736,1,0,0
15.019602873833513,80.09460185074846,95.11994190439948,38.81881037723766,45.67229338466119,1115.758818766202,7.506386857755249,640.6902264542535,Water Body,Clay,3908.1079247322136,0,0,0
